;Preco Diesel [R$];Cotacao Dolar;Preco Razao Elepot [USD];Preco R.E. Cor. Dolar [R$];Preco Bat [USD];Preco Bat Cor. Dolar [R$];Preco UC [USD];Preco UC Cor. Dolar [R$];C-rate;Np,b;Np,uc;Volume Total [L];Energia Total Bat. [kWh];Energia Total UC. [kWh];Energia Total [kWh];Pth [kW];VPL [R$]
208;3,69;6,31;10;63,1;218,88128;1381,140877;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;8714415,608
209;3,69;6,31;10;63,1;218,88128;1381,140877;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;9145619,856
210;3,69;6,31;10;63,1;218,88128;1381,140877;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;625;3873023,047
211;3,69;6,31;10;63,1;218,88128;1381,140877;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;8714415,608
212;3,69;6,31;10;63,1;218,88128;1381,140877;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;9145619,856
213;3,69;6,31;10;63,1;218,88128;1381,140877;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;625;3873023,047
214;3,69;6,31;10;63,1;218,88128;1381,140877;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;8714415,608
215;3,69;6,31;10;63,1;218,88128;1381,140877;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;9145619,856
216;3,69;6,31;20;126,2;40,384;254,82304;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;4746246,433
217;3,69;6,31;20;126,2;40,384;254,82304;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;10572224,28
218;3,69;6,31;20;126,2;40,384;254,82304;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;1975;10813195,23
219;3,69;6,31;20;126,2;40,384;254,82304;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;4746246,433
220;3,69;6,31;20;126,2;40,384;254,82304;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;10572224,28
221;3,69;6,31;20;126,2;40,384;254,82304;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;1975;10813195,23
222;3,69;6,31;20;126,2;40,384;254,82304;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;4746246,433
223;3,69;6,31;20;126,2;40,384;254,82304;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1975;10572224,28
224;3,69;6,31;20;126,2;40,384;254,82304;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;1975;10813195,23
225;3,69;6,31;20;126,2;80,768;509,64608;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;4520132,545
226;3,69;6,31;20;126,2;80,768;509,64608;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;10123353,54
227;3,69;6,31;20;126,2;80,768;509,64608;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;10407363,7
228;3,69;6,31;20;126,2;80,768;509,64608;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;4520132,545
229;3,69;6,31;20;126,2;80,768;509,64608;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;10123353,54
230;3,69;6,31;20;126,2;80,768;509,64608;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;10407363,7
231;3,69;6,31;20;126,2;80,768;509,64608;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;4520132,545
232;3,69;6,31;20;126,2;80,768;509,64608;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;10123353,54
233;3,69;6,31;20;126,2;80,768;509,64608;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;10407363,7
234;3,69;6,31;20;126,2;218,88128;1381,140877;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;625;3746823,047
235;3,69;6,31;20;126,2;218,88128;1381,140877;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;8588215,608
236;3,69;6,31;20;126,2;218,88128;1381,140877;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;9019419,856
237;3,69;6,31;20;126,2;218,88128;1381,140877;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;625;3746823,047
238;3,69;6,31;20;126,2;218,88128;1381,140877;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;8588215,608
239;3,69;6,31;20;126,2;218,88128;1381,140877;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;9019419,856
240;3,69;6,31;20;126,2;218,88128;1381,140877;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;625;3746823,047
241;3,69;6,31;20;126,2;218,88128;1381,140877;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;8588215,608
242;3,69;6,31;20;126,2;218,88128;1381,140877;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;9019419,856
243;5,78;4,58;5;22,9;29,312;134,24896;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;7974121,214
244;5,78;4,58;5;22,9;29,312;134,24896;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;17287148,97
245;5,78;4,58;5;22,9;29,312;134,24896;26,793;122,71194;10;5;0;1144,32;245,76;0;245,76;2000;17644900,35
246;5,78;4,58;5;22,9;29,312;134,24896;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;7974121,214
247;5,78;4,58;5;22,9;29,312;134,24896;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;17287148,97
248;5,78;4,58;5;22,9;29,312;134,24896;44,655;204,5199;10;5;0;1144,32;245,76;0;245,76;2000;17644900,35
249;5,78;4,58;5;22,9;29,312;134,24896;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;7974121,214
250;5,78;4,58;5;22,9;29,312;134,24896;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;17287148,97
251;5,78;4,58;5;22,9;29,312;134,24896;62,517;286,32786;10;5;0;1144,32;245,76;0;245,76;2000;17644900,35
252;5,78;4,58;5;22,9;58,624;268,49792;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;7810000,516
253;5,78;4,58;5;22,9;58,624;268,49792;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;16961344,22
254;5,78;4,58;5;22,9;58,624;268,49792;26,793;122,71194;10;4;0;915,456;196,608;0;196,608;2000;17333862,11
255;5,78;4,58;5;22,9;58,624;268,49792;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;7810000,516
256;5,78;4,58;5;22,9;58,624;268,49792;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;16961344,22
257;5,78;4,58;5;22,9;58,624;268,49792;44,655;204,5199;10;4;0;915,456;196,608;0;196,608;1975;17333862,11
258;5,78;4,58;5;22,9;58,624;268,49792;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;7810000,516
259;5,78;4,58;5;22,9;58,624;268,49792;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;16961344,22
260;5,78;4,58;5;22,9;58,624;268,49792;62,517;286,32786;10;4;0;915,456;196,608;0;196,608;1975;17333862,11
261;5,78;4,58;5;22,9;158,87104;727,6293632;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;7248707,726
262;5,78;4,58;5;22,9;158,87104;727,6293632;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;15847091,96
263;5,78;4,58;5;22,9;158,87104;727,6293632;26,793;122,71194;10;4;0;915,456;196,608;0;196,608;2000;16326448,03
264;5,78;4,58;5;22,9;158,87104;727,6293632;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;7248707,726
265;5,78;4,58;5;22,9;158,87104;727,6293632;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;15847091,96
266;5,78;4,58;5;22,9;158,87104;727,6293632;44,655;204,5199;10;4;0;915,456;196,608;0;196,608;2000;16326448,03
267;5,78;4,58;5;22,9;158,87104;727,6293632;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;7248707,726
268;5,78;4,58;5;22,9;158,87104;727,6293632;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;15847091,96
269;5,78;4,58;5;22,9;158,87104;727,6293632;62,517;286,32786;10;4;0;915,456;196,608;0;196,608;2000;16326448,03
270;5,78;4,58;10;45,8;29,312;134,24896;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;7928321,214
271;5,78;4,58;10;45,8;29,312;134,24896;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;17241348,97
272;5,78;4,58;10;45,8;29,312;134,24896;26,793;122,71194;10;5;0;1144,32;245,76;0;245,76;2000;17599100,35
273;5,78;4,58;10;45,8;29,312;134,24896;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;7928321,214
274;5,78;4,58;10;45,8;29,312;134,24896;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;17241348,97
275;5,78;4,58;10;45,8;29,312;134,24896;44,655;204,5199;10;5;0;1144,32;245,76;0;245,76;2000;17599100,35
276;5,78;4,58;10;45,8;29,312;134,24896;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;7928321,214
277;5,78;4,58;10;45,8;29,312;134,24896;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;17241348,97
278;5,78;4,58;10;45,8;29,312;134,24896;62,517;286,32786;10;5;0;1144,32;245,76;0;245,76;2000;17599100,35
279;5,78;4,58;10;45,8;58,624;268,49792;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;7764200,516
280;5,78;4,58;10;45,8;58,624;268,49792;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;16915544,22
281;5,78;4,58;10;45,8;58,624;268,49792;26,793;122,71194;10;4;0;915,456;196,608;0;196,608;2000;17288062,11
282;5,78;4,58;10;45,8;58,624;268,49792;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;7764200,516
283;5,78;4,58;10;45,8;58,624;268,49792;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;16915544,22
284;5,78;4,58;10;45,8;58,624;268,49792;44,655;204,5199;10;4;0;915,456;196,608;0;196,608;1975;17288062,11
285;5,78;4,58;10;45,8;58,624;268,49792;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;7764200,516
286;5,78;4,58;10;45,8;58,624;268,49792;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;16915544,22
287;5,78;4,58;10;45,8;58,624;268,49792;62,517;286,32786;10;4;0;915,456;196,608;0;196,608;1975;17288062,11
288;5,78;4,58;10;45,8;158,87104;727,6293632;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;7202907,726
289;5,78;4,58;10;45,8;158,87104;727,6293632;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;15801291,96
290;5,78;4,58;10;45,8;158,87104;727,6293632;26,793;122,71194;10;4;0;915,456;196,608;0;196,608;2000;16280648,03
291;5,78;4,58;10;45,8;158,87104;727,6293632;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;7202907,726
292;5,78;4,58;10;45,8;158,87104;727,6293632;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;15801291,96
293;5,78;4,58;10;45,8;158,87104;727,6293632;44,655;204,5199;10;4;0;915,456;196,608;0;196,608;2000;16280648,03
294;5,78;4,58;10;45,8;158,87104;727,6293632;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;7202907,726
295;5,78;4,58;10;45,8;158,87104;727,6293632;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;15801291,96
296;5,78;4,58;10;45,8;158,87104;727,6293632;62,517;286,32786;10;4;0;915,456;196,608;0;196,608;2000;16280648,03
297;5,78;4,58;20;91,6;29,312;134,24896;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;7836721,214
298;5,78;4,58;20;91,6;29,312;134,24896;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;17149748,97
299;5,78;4,58;20;91,6;29,312;134,24896;26,793;122,71194;10;5;0;1144,32;245,76;0;245,76;2000;17507500,35
300;5,78;4,58;20;91,6;29,312;134,24896;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;7836721,214
301;5,78;4,58;20;91,6;29,312;134,24896;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;17149748,97
302;5,78;4,58;20;91,6;29,312;134,24896;44,655;204,5199;10;5;0;1144,32;245,76;0;245,76;2000;17507500,35
303;5,78;4,58;20;91,6;29,312;134,24896;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;7836721,214
304;5,78;4,58;20;91,6;29,312;134,24896;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;17149748,97
305;5,78;4,58;20;91,6;29,312;134,24896;62,517;286,32786;10;5;0;1144,32;245,76;0;245,76;2000;17507500,35
306;5,78;4,58;20;91,6;58,624;268,49792;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;7672600,516
307;5,78;4,58;20;91,6;58,624;268,49792;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;16823944,22
308;5,78;4,58;20;91,6;58,624;268,49792;26,793;122,71194;10;4;0;915,456;196,608;0;196,608;2000;17196462,11
309;5,78;4,58;20;91,6;58,624;268,49792;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;7672600,516
310;5,78;4,58;20;91,6;58,624;268,49792;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;16823944,22
311;5,78;4,58;20;91,6;58,624;268,49792;44,655;204,5199;10;4;0;915,456;196,608;0;196,608;1975;17196462,11
312;5,78;4,58;20;91,6;58,624;268,49792;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;7672600,516
313;5,78;4,58;20;91,6;58,624;268,49792;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;16823944,22
314;5,78;4,58;20;91,6;58,624;268,49792;62,517;286,32786;10;4;0;915,456;196,608;0;196,608;1975;17196462,11
315;5,78;4,58;20;91,6;158,87104;727,6293632;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;7111307,726
316;5,78;4,58;20;91,6;158,87104;727,6293632;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;15709691,96
317;5,78;4,58;20;91,6;158,87104;727,6293632;26,793;122,71194;10;4;0;915,456;196,608;0;196,608;2000;16189048,03
318;5,78;4,58;20;91,6;158,87104;727,6293632;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;7111307,726
319;5,78;4,58;20;91,6;158,87104;727,6293632;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;15709691,96
320;5,78;4,58;20;91,6;158,87104;727,6293632;44,655;204,5199;10;4;0;915,456;196,608;0;196,608;2000;16189048,03
321;5,78;4,58;20;91,6;158,87104;727,6293632;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;7111307,726
322;5,78;4,58;20;91,6;158,87104;727,6293632;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;15709691,96
323;5,78;4,58;20;91,6;158,87104;727,6293632;62,517;286,32786;10;4;0;915,456;196,608;0;196,608;2000;16189048,03
324;5,78;5,3;5;26,5;33,92;179,776;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;7941120,58
325;5,78;5,3;5;26,5;33,92;179,776;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;17228730,76
326;5,78;5,3;5;26,5;33,92;179,776;31,005;164,3265;10;5;0;1144,32;245,76;0;245,76;2000;17587685,56
327;5,78;5,3;5;26,5;33,92;179,776;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;7941120,58
328;5,78;5,3;5;26,5;33,92;179,776;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;17228730,76
329;5,78;5,3;5;26,5;33,92;179,776;51,675;273,8775;10;5;0;1144,32;245,76;0;245,76;2000;17587685,56
330;5,78;5,3;5;26,5;33,92;179,776;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;7941120,58
331;5,78;5,3;5;26,5;33,92;179,776;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;17228730,76
332;5,78;5,3;5;26,5;33,92;179,776;72,345;383,4285;10;5;0;1144,32;245,76;0;245,76;2000;17587685,56
333;5,78;5,3;5;26,5;67,84;359,552;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;7751199,248
334;5,78;5,3;5;26,5;67,84;359,552;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;16851707,79
335;5,78;5,3;5;26,5;67,84;359,552;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;17234047,62
336;5,78;5,3;5;26,5;67,84;359,552;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;7751199,248
337;5,78;5,3;5;26,5;67,84;359,552;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;16851707,79
338;5,78;5,3;5;26,5;67,84;359,552;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;17234047,62
339;5,78;5,3;5;26,5;67,84;359,552;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;7751199,248
340;5,78;5,3;5;26,5;67,84;359,552;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;16851707,79
341;5,78;5,3;5;26,5;67,84;359,552;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;1975;17234047,62
342;5,78;5,3;5;26,5;183,8464;974,38592;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;7101668,291
343;5,78;5,3;5;26,5;183,8464;974,38592;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;15562289,24
344;5,78;5,3;5;26,5;183,8464;974,38592;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;16068262,78
345;5,78;5,3;5;26,5;183,8464;974,38592;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;7101668,291
346;5,78;5,3;5;26,5;183,8464;974,38592;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;15562289,24
347;5,78;5,3;5;26,5;183,8464;974,38592;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;16068262,78
348;5,78;5,3;5;26,5;183,8464;974,38592;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;7101668,291
349;5,78;5,3;5;26,5;183,8464;974,38592;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;15562289,24
350;5,78;5,3;5;26,5;183,8464;974,38592;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;16068262,78
351;5,78;5,3;10;53;33,92;179,776;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;7888120,58
352;5,78;5,3;10;53;33,92;179,776;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;17175730,76
353;5,78;5,3;10;53;33,92;179,776;31,005;164,3265;10;5;0;1144,32;245,76;0;245,76;2000;17534685,56
354;5,78;5,3;10;53;33,92;179,776;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;7888120,58
355;5,78;5,3;10;53;33,92;179,776;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;17175730,76
356;5,78;5,3;10;53;33,92;179,776;51,675;273,8775;10;5;0;1144,32;245,76;0;245,76;2000;17534685,56
357;5,78;5,3;10;53;33,92;179,776;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;7888120,58
358;5,78;5,3;10;53;33,92;179,776;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;17175730,76
359;5,78;5,3;10;53;33,92;179,776;72,345;383,4285;10;5;0;1144,32;245,76;0;245,76;2000;17534685,56
360;5,78;5,3;10;53;67,84;359,552;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;7698199,248
361;5,78;5,3;10;53;67,84;359,552;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;16798707,79
362;5,78;5,3;10;53;67,84;359,552;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;17181047,62
363;5,78;5,3;10;53;67,84;359,552;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;7698199,248
364;5,78;5,3;10;53;67,84;359,552;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;16798707,79
365;5,78;5,3;10;53;67,84;359,552;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;17181047,62
366;5,78;5,3;10;53;67,84;359,552;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;7698199,248
367;5,78;5,3;10;53;67,84;359,552;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;16798707,79
368;5,78;5,3;10;53;67,84;359,552;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;1975;17181047,62
369;5,78;5,3;10;53;183,8464;974,38592;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;7048668,291
370;5,78;5,3;10;53;183,8464;974,38592;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;15509289,24
371;5,78;5,3;10;53;183,8464;974,38592;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;16015262,78
372;5,78;5,3;10;53;183,8464;974,38592;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;7048668,291
373;5,78;5,3;10;53;183,8464;974,38592;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;15509289,24
374;5,78;5,3;10;53;183,8464;974,38592;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;16015262,78
375;5,78;5,3;10;53;183,8464;974,38592;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;7048668,291
376;5,78;5,3;10;53;183,8464;974,38592;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;15509289,24
377;5,78;5,3;10;53;183,8464;974,38592;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;16015262,78
378;5,78;5,3;20;106;33,92;179,776;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;7782120,58
379;5,78;5,3;20;106;33,92;179,776;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;17069730,76
380;5,78;5,3;20;106;33,92;179,776;31,005;164,3265;10;5;0;1144,32;245,76;0;245,76;2000;17428685,56
381;5,78;5,3;20;106;33,92;179,776;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;7782120,58
382;5,78;5,3;20;106;33,92;179,776;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;17069730,76
383;5,78;5,3;20;106;33,92;179,776;51,675;273,8775;10;5;0;1144,32;245,76;0;245,76;2000;17428685,56
384;5,78;5,3;20;106;33,92;179,776;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;7782120,58
385;5,78;5,3;20;106;33,92;179,776;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;17069730,76
386;5,78;5,3;20;106;33,92;179,776;72,345;383,4285;10;5;0;1144,32;245,76;0;245,76;2000;17428685,56
387;5,78;5,3;20;106;67,84;359,552;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;7592199,248
388;5,78;5,3;20;106;67,84;359,552;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;16692707,79
389;5,78;5,3;20;106;67,84;359,552;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;17075047,62
390;5,78;5,3;20;106;67,84;359,552;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;7592199,248
391;5,78;5,3;20;106;67,84;359,552;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;16692707,79
392;5,78;5,3;20;106;67,84;359,552;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;17075047,62
393;5,78;5,3;20;106;67,84;359,552;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;7592199,248
394;5,78;5,3;20;106;67,84;359,552;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;16692707,79
395;5,78;5,3;20;106;67,84;359,552;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;1975;17075047,62
396;5,78;5,3;20;106;183,8464;974,38592;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;6942668,291
397;5,78;5,3;20;106;183,8464;974,38592;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;15403289,24
398;5,78;5,3;20;106;183,8464;974,38592;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;15909262,78
399;5,78;5,3;20;106;183,8464;974,38592;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;6942668,291
400;5,78;5,3;20;106;183,8464;974,38592;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;15403289,24
401;5,78;5,3;20;106;183,8464;974,38592;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;15909262,78
402;5,78;5,3;20;106;183,8464;974,38592;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;6942668,291
403;5,78;5,3;20;106;183,8464;974,38592;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;15403289,24
404;5,78;5,3;20;106;183,8464;974,38592;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;15909262,78
405;5,78;6,31;5;31,55;40,384;254,82304;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;7894828,025
406;5,78;6,31;5;31,55;40,384;254,82304;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;17146782,98
407;5,78;6,31;5;31,55;40,384;254,82304;36,9135;232,924185;10;5;0;1144,32;245,76;0;245,76;2000;17507425,91
408;5,78;6,31;5;31,55;40,384;254,82304;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;7894828,025
409;5,78;6,31;5;31,55;40,384;254,82304;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;17146782,98
410;5,78;6,31;5;31,55;40,384;254,82304;61,5225;388,206975;10;5;0;1144,32;245,76;0;245,76;2000;17507425,91
411;5,78;6,31;5;31,55;40,384;254,82304;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;7894828,025
412;5,78;6,31;5;31,55;40,384;254,82304;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;17146782,98
413;5,78;6,31;5;31,55;40,384;254,82304;86,1315;543,489765;10;5;0;1144,32;245,76;0;245,76;2000;17507425,91
414;5,78;6,31;5;31,55;80,768;509,64608;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;7668714,136
415;5,78;6,31;5;31,55;80,768;509,64608;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;16697912,24
416;5,78;6,31;5;31,55;80,768;509,64608;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;17094030,08
417;5,78;6,31;5;31,55;80,768;509,64608;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;7668714,136
418;5,78;6,31;5;31,55;80,768;509,64608;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;16697912,24
419;5,78;6,31;5;31,55;80,768;509,64608;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;17094030,08
420;5,78;6,31;5;31,55;80,768;509,64608;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;7668714,136
421;5,78;6,31;5;31,55;80,768;509,64608;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;16697912,24
422;5,78;6,31;5;31,55;80,768;509,64608;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;17094030,08
423;5,78;6,31;5;31,55;218,88128;1381,140877;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;6895404,638
